d_fiscal_year,total,total_constant_2019_dollars
2017-2018,301693.43,310449.78
2018-2019,558384.64,565985.44
2019-2020,1997061.19,1992538.89
2020-2021,3000768.25,2918326.69
2021-2022,3417652.74,2617059.19
