d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,156851.66940339355
1_facilities_and_construction,2018-2019,474820.8469055375
1_facilities_and_construction,2019-2020,1347166.1237785018
1_facilities_and_construction,2020-2021,1343485.342019544
11_defence,2017-2018,37166.078562458635
11_defence,2018-2019,70290.32440109515
11_defence,2019-2020,35802.99679671458
11_defence,2020-2021,688051.7841675495
6_industrial_products_and_services,2017-2018,107675.68
6_industrial_products_and_services,2018-2019,13273.47
6_industrial_products_and_services,2019-2020,614092.0710982659
6_industrial_products_and_services,2020-2021,969231.1267259989
