d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,700180.46,719805.16
1_facilities_and_construction,2018-2019,2082755.54,2116693.10
1_facilities_and_construction,2019-2020,247105.99,247994.13
1_facilities_and_construction,2020-2021,413948.87,396069.68
1_facilities_and_construction,2021-2022,213294.27,202744.22
11_defence,2017-2018,744625.01,767909.93
11_defence,2018-2019,153311.78,156114.16
11_defence,2019-2020,153731.81,152498.10
11_defence,2020-2021,82863.88,79000.31
11_defence,2021-2022,82863.88,77540.79
2_professional_services,2019-2020,50431.08,49229.77
2_professional_services,2020-2021,681753.47,649966.35
2_professional_services,2021-2022,28017.27,26695.09
6_industrial_products_and_services,2017-2018,423044.18,435332.72
6_industrial_products_and_services,2018-2019,261082.06,264305.08
6_industrial_products_and_services,2019-2020,1347365.48,1319794.82
6_industrial_products_and_services,2020-2021,3702173.70,3529493.74
6_industrial_products_and_services,2021-2022,2619212.82,2474856.22
