d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,383527.61,395491.06
it_consulting_services,2018-2019,294766.11,300414.76
it_consulting_services,2019-2020,277325.56,275914.05
it_consulting_services,2020-2021,84777.70,80666.04
it_consulting_services,2021-2022,228773.51,209616.79
it_consulting_services,2022-2023,923350.49,826365.20
it_other,2018-2019,154972.51,157163.97
it_other,2019-2020,134414.93,134555.11
it_software_licensing,2018-2019,23300.14,23517.80
it_software_licensing,2019-2020,35753.66,35864.30
it_software_licensing,2022-2023,89284.13,79072.42
