d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,67860.37
1_facilities_and_construction,2018-2019,986569.02
1_facilities_and_construction,2019-2020,2308770.61
1_facilities_and_construction,2020-2021,697279.26
6_industrial_products_and_services,2019-2020,14592.90
