d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1473033.78,1500262.52
1_facilities_and_construction,2018-2019,3370946.54,3414127.93
1_facilities_and_construction,2019-2020,4241141.67,4234331.80
1_facilities_and_construction,2020-2021,1313656.17,1270665.62
1_facilities_and_construction,2021-2022,1525934.11,1311014.16
11_defence,2017-2018,415669.87,427903.47
11_defence,2018-2019,69322.87,70207.54
11_defence,2019-2020,189.93,189.84
2_professional_services,2017-2018,518850.43,532758.49
2_professional_services,2018-2019,390914.71,396297.94
2_professional_services,2019-2020,1377735.66,1373078.96
2_professional_services,2020-2021,455910.87,455246.99
6_industrial_products_and_services,2017-2018,117464.29,119542.69
6_industrial_products_and_services,2018-2019,32035.71,32375.58
6_industrial_products_and_services,2019-2020,47495.00,47560.12
