d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1473033.7759462623
1_facilities_and_construction,2018-2019,3370946.5430544475
1_facilities_and_construction,2019-2020,4241141.667966746
1_facilities_and_construction,2020-2021,1313656.1714653936
11_defence,2017-2018,415669.87219400494
11_defence,2018-2019,69322.87365813377
11_defence,2019-2020,189.92568125516104
2_professional_services,2017-2018,518850.4326328801
2_professional_services,2018-2019,390914.70951792336
2_professional_services,2019-2020,1377735.6555737704
2_professional_services,2020-2021,455910.87442622945
6_industrial_products_and_services,2017-2018,117464.28571428572
6_industrial_products_and_services,2018-2019,32035.714285714286
6_industrial_products_and_services,2019-2020,47495
