d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,25521.05,26137.08
1_facilities_and_construction,2018-2019,14949.90,15200.08
1_facilities_and_construction,2019-2020,31825.55,31257.95
11_defence,2017-2018,1254577.37,1286058.16
11_defence,2018-2019,1698425.97,1717316.78
11_defence,2019-2020,544883.11,538195.89
11_defence,2020-2021,68425.97,65050.53
11_defence,2021-2022,370672.25,330289.72
3_information_technology,2017-2018,279526.08,286759.99
3_information_technology,2018-2019,421418.30,426785.25
3_information_technology,2019-2020,151705.55,149543.43
3_information_technology,2020-2021,1029735.97,970622.41
3_information_technology,2021-2022,311205.24,149249.82
6_industrial_products_and_services,2017-2018,841078.71,861373.85
6_industrial_products_and_services,2018-2019,614451.57,621114.22
6_industrial_products_and_services,2019-2020,253284.18,248704.15
6_industrial_products_and_services,2020-2021,605136.25,570340.94
6_industrial_products_and_services,2021-2022,1079602.85,666332.88
