owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,3143636.81,3220684.57
dfo-mpo,2018-2019,2031923.10,2059900.83
dfo-mpo,2019-2020,1952253.29,1917330.08
dfo-mpo,2020-2021,3586437.66,3408385.42
dfo-mpo,2021-2022,3499718.15,2641261.03
dnd-mdn,2017-2018,9759.94,10026.26
dnd-mdn,2020-2021,52715.86,50504.48
dnd-mdn,2021-2022,6757.71,0.00
ec,2017-2018,31359.28,32098.48
ec,2018-2019,171795.98,174283.20
ec,2019-2020,7183.67,7209.21
ec,2020-2021,13525.77,12787.38
ec,2021-2022,16135.56,15010.51
