normalized_vendor_name,original_vendor_name
WORLD FUEL SERVICES,World Fuel Services Europe Ltd.
WORLD FUEL SERVICES,"WORLD FUEL SERVICES, INC."
WORLD FUEL SERVICES,"WORLD FUEL SERVICES CANADA, ULC"
WORLD FUEL SERVICES,World Fuel Services
WORLD FUEL SERVICES,WORLD FUEL SERVICES CANADA ULC
WORLD FUEL SERVICES,"WORLD FUEL SERVICES, ULC"
WORLD FUEL SERVICES,World Fuel Service
WORLD FUEL SERVICES,WORLD FUEL SERVICES
WORLD FUEL SERVICES,World Fuel Services Ltd
WORLD FUEL SERVICES,World Fuel
WORLD FUEL SERVICES,World Fuels
WORLD FUEL SERVICES,WORLD FUEL
WORLD FUEL SERVICES,World Fuel Services Canada ULC
WORLD FUEL SERVICES,WORLD FUELS SERVICES
WORLD FUEL SERVICES,World Fuel Services Europe Ltd
WORLD FUEL SERVICES,World fuel
WORLD FUEL SERVICES,"World Fuel Services Canada, ULC"
WORLD FUEL SERVICES,World Fuel Services Canada
WORLD FUEL SERVICES,WORLD FUEL SERVICES EUROPE
WORLD FUEL SERVICES,WORLD FUEL SERVICES MEXICO
WORLD FUEL SERVICES,WorlD fuels
WORLD FUEL SERVICES,WORLD FUEL SERVICES EUROPE LTD.
WORLD FUEL SERVICES,World fuel Services Canada ULC
WORLD FUEL SERVICES,world Fuel
WORLD FUEL SERVICES,WORLD FUEL SERVICES EUROPE LTD
WORLD FUEL SERVICES,WORLD FUEL SERVICE EUROPE LTD.
WORLD FUEL SERVICES,WORLD FUEL SERVICES LTD.
WORLD FUEL SERVICES,World Fuel service
WORLD FUEL SERVICES,WORLD FUEL SERIVCES
WORLD FUEL SERVICES,WORLD FUEL SERVICES INC
WORLD FUEL SERVICES,WORLS FUEL
WORLD FUEL SERVICES,World Fuel Services Inc.
WORLD FUEL SERVICES,World fuel Services
WORLD FUEL SERVICES,"WORLD FUEL SERVICES CANADA, UCL"
WORLD FUEL SERVICES,WORLD FUEL SERVICES FRANCE
WORLD FUEL SERVICES,World fuel services
WORLD FUEL SERVICES,world fuel service
WORLD FUEL SERVICES,Word Fuel Services Canada
WORLD FUEL SERVICES,World fuel services canada
WORLD FUEL SERVICES,world fuel services canada
WORLD FUEL SERVICES,WORLD FUEL SERVICES INC.
WORLD FUEL SERVICES,wordl fuel service
WORLD FUEL SERVICES,world fuel services
WORLD FUEL SERVICES,World fuel service Canada ULC
WORLD FUEL SERVICES,"World Fuel Services Canada, Ltd"
WORLD FUEL SERVICES,world fuels services
WORLD FUEL SERVICES,world fuel service canada
WORLD FUEL SERVICES,WORLD FUEL SERVICES CANADA
WORLD FUEL SERVICES,World Fuel Services INC
WORLD FUEL SERVICES,World Fuel services canada
WORLD FUEL SERVICES,"World Fuel Services, Inc."
WORLD FUEL SERVICES,"World Fuel Services, Inc"
WORLD FUEL SERVICES,World Fuel services Canada
WORLD FUEL SERVICES,World fuel services canada ULC
WORLD FUEL SERVICES,World fuel service
WORLD FUEL SERVICES,world fuel sevices canada
WORLD FUEL SERVICES,WOLRD FUEL SERVICES
WORLD FUEL SERVICES,world services canada
WORLD FUEL SERVICES,WORLD FUEL SERVICE INC
WORLD FUEL SERVICES,world fuel services canad
