d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,63972.48,65480.44
0_other,2019-2020,61589.40,60098.90
11_defence,2017-2018,31714604.33,32520111.78
11_defence,2018-2019,45153685.90,45851667.60
11_defence,2019-2020,52409608.79,52050282.45
11_defence,2020-2021,12942503.29,12295773.20
11_defence,2021-2022,5731680.61,5312575.90
5_transportation_and_logistics,2018-2019,142705.44,144734.01
5_transportation_and_logistics,2019-2020,174100.63,172631.40
5_transportation_and_logistics,2020-2021,96390.91,91589.78
5_transportation_and_logistics,2021-2022,90078.97,83633.37
6_industrial_products_and_services,2019-2020,74817.10,74441.53
6_industrial_products_and_services,2020-2021,48991.67,46190.26
6_industrial_products_and_services,2021-2022,74379.64,67179.69
