d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,65935.86,67765.97
1_facilities_and_construction,2018-2019,58467.90,59214.04
1_facilities_and_construction,2019-2020,39085.39,38988.01
2_professional_services,2017-2018,1254918.69,1285219.47
2_professional_services,2018-2019,1725900.43,1748439.14
2_professional_services,2019-2020,1648431.84,1645393.56
2_professional_services,2020-2021,1348042.89,1315762.91
2_professional_services,2021-2022,2001799.16,1485866.34
3_information_technology,2017-2018,316547.62,322271.24
3_information_technology,2018-2019,875302.14,886472.32
3_information_technology,2019-2020,910401.26,908382.13
3_information_technology,2020-2021,12892.26,12907.59
9_human_capital,2018-2019,72176.48,73284.99
9_human_capital,2019-2020,134778.54,134502.47
