owner_org,d_fiscal_year,total
aafc-aac,2019-2020,1188.87
aafc-aac,2020-2021,198518.40000000002
cas-satj,2019-2020,32701.029999999995
cfia-acia,2017-2018,11254.8
cfia-acia,2018-2019,13117.19
cfia-acia,2020-2021,1745.94
csc-scc,2017-2018,36365.380000000005
csc-scc,2018-2019,76661.4
csps-efpc,2017-2018,212186.05916552668
csps-efpc,2018-2019,193583.4457592339
dnd-mdn,2017-2018,466542.68926386547
dnd-mdn,2018-2019,497945.11699090333
dnd-mdn,2019-2020,355243.86677187117
dnd-mdn,2020-2021,193380.48038681727
ec,2017-2018,357726.56881872297
ec,2018-2019,959357.8575282367
ec,2019-2020,1012478.7679062939
hc-sc,2017-2018,124046.39394650963
hc-sc,2018-2019,490140.1007058213
hc-sc,2019-2020,731636.0712308615
hc-sc,2020-2021,320364.5011333387
irb-cisr,2020-2021,66429.04175706646
isc-sac,2017-2018,6586.540374331552
isc-sac,2018-2019,12362.42962566845
isc-sac,2019-2020,47515.24
nrcan-rncan,2017-2018,309041.27180644096
nrcan-rncan,2018-2019,336733.820536978
nrcan-rncan,2019-2020,122379.57603249353
nrcan-rncan,2020-2021,80249.17370625117
pco-bcp,2017-2018,15476.2
pco-bcp,2018-2019,45251.420000000006
pco-bcp,2019-2020,42940
phac-aspc,2017-2018,70369.75159999999
phac-aspc,2018-2019,67509.99696877859
phac-aspc,2019-2020,175141.5148712214
phac-aspc,2020-2021,4436.96594059406
ps-sp,2020-2021,127496.544
tbs-sct,2017-2018,27806.52359223301
tbs-sct,2018-2019,39184.176407766994
tbs-sct,2019-2020,117131.14033707864
tbs-sct,2020-2021,354684.48729663953
