d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2313453.21,2380698.96
1_facilities_and_construction,2018-2019,1639873.15,1678404.71
1_facilities_and_construction,2019-2020,308110.49,302048.57
1_facilities_and_construction,2020-2021,1156629.19,1091633.99
1_facilities_and_construction,2021-2022,916268.09,853173.69
1_facilities_and_construction,2022-2023,862045.58,766500.35
2_professional_services,2017-2018,161255.81,165864.60
2_professional_services,2018-2019,171097.14,175503.90
2_professional_services,2022-2023,98709.49,87352.51
3_information_technology,2020-2021,16800.00,16017.67
6_industrial_products_and_services,2017-2018,24998.99,25726.81
6_industrial_products_and_services,2022-2023,36160.00,32048.81
