normalized_vendor_name,original_vendor_name
MCKESSON CANADA,MCKESSON CANADA CORPORATION
MCKESSON CANADA,MCKESSON CANADA
MCKESSON CANADA,McKESSON CANADA
MCKESSON CANADA,MCKESSON DISTRIBUTION PARTNERS
MCKESSON CANADA,McKesson Canada
MCKESSON CANADA,McKessen Canada
MCKESSON CANADA,McKesson
MCKESSON CANADA,MCKESSON CA
MCKESSON CANADA,McKesson Automation Canada Corporation
MCKESSON CANADA,MCKESSON
MCKESSON CANADA,McKesson Corporation
MCKESSON CANADA,MCKESSON AUTOMATION CANADA
MCKESSON CANADA,MCKESSON SPECIALTY PRESCRIPTION SERVICES CORP
MCKESSON CANADA,Mckesson Canada
MCKESSON CANADA,MCKESSON CA CORPORATION
