owner_org,d_fiscal_year,total
aafc-aac,2019-2020,99440.00
aandc-aadnc,2017-2018,86220.33
cbsa-asfc,2017-2018,711474.39
cbsa-asfc,2018-2019,839906.25
cbsa-asfc,2019-2020,702148.78
cbsa-asfc,2020-2021,71653.96
cic,2017-2018,568.09
cra-arc,2017-2018,1941157.82
cra-arc,2018-2019,427189.75
dfo-mpo,2017-2018,71190.00
dnd-mdn,2017-2018,65196.07
esdc-edsc,2017-2018,327341.27
esdc-edsc,2018-2019,327341.27
fin,2017-2018,219285.92
fin,2018-2019,36647.78
fin,2020-2021,45175.79
fin,2021-2022,45175.79
hc-sc,2017-2018,707007.61
hc-sc,2018-2019,987778.50
hc-sc,2019-2020,770286.40
hc-sc,2020-2021,474423.66
hc-sc,2021-2022,43835.96
ic,2021-2022,322396.00
jus,2017-2018,177855.03
jus,2018-2019,162861.29
jus,2019-2020,163307.48
jus,2020-2021,162861.29
jus,2021-2022,202637.29
nrcan-rncan,2017-2018,24690.50
nrcan-rncan,2018-2019,35979.20
nrcan-rncan,2019-2020,76455.80
pc,2020-2021,76527.36
ps-sp,2017-2018,80114.19
pwgsc-tpsgc,2017-2018,157121.33
pwgsc-tpsgc,2018-2019,183224.55
pwgsc-tpsgc,2019-2020,15059.55
tc,2019-2020,55039.02
