d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,22558172.285337865
1_facilities_and_construction,2018-2019,13395051.746680496
1_facilities_and_construction,2020-2021,82058.61663113006
6_industrial_products_and_services,2017-2018,203696.56474885845
6_industrial_products_and_services,2018-2019,124314.81525114155
