owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,555761.34,571947.02
aafc-aac,2018-2019,581773.05,588960.34
aafc-aac,2019-2020,1041959.24,1020847.56
aafc-aac,2020-2021,640007.48,610086.49
aafc-aac,2021-2022,1379448.23,1275685.98
cfia-acia,2018-2019,75033.00,75913.14
cgc-ccg,2018-2019,33205.20,33961.23
cgc-ccg,2019-2020,23347.80,22791.64
cgc-ccg,2020-2021,13739.16,13030.80
cgc-ccg,2021-2022,9475.29,9028.13
dfo-mpo,2017-2018,304449.26,313389.85
dfo-mpo,2018-2019,221572.87,224333.72
dfo-mpo,2019-2020,340469.72,335561.90
dfo-mpo,2020-2021,340343.65,323422.41
dfo-mpo,2021-2022,775752.14,710375.37
ec,2017-2018,11658.47,11980.67
ec,2018-2019,11486.00,11601.84
ec,2019-2020,10231.63,9987.90
ec,2021-2022,66317.87,60604.17
hc-sc,2017-2018,15748.07,16182.04
hc-sc,2018-2019,48934.37,49351.70
hc-sc,2019-2020,50281.37,49318.25
hc-sc,2020-2021,89237.36,85190.65
hc-sc,2021-2022,11274.01,10353.65
nrc-cnrc,2018-2019,37036.93,37774.21
nrc-cnrc,2019-2020,19557.25,19091.38
nrc-cnrc,2021-2022,15551.52,14140.54
nrcan-rncan,2017-2018,67868.69,69738.95
nrcan-rncan,2018-2019,95713.72,96637.29
nrcan-rncan,2019-2020,37647.89,36751.09
nrcan-rncan,2020-2021,100606.08,96014.41
nrcan-rncan,2021-2022,121765.64,112445.09
