d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,8194986.56,8448965.46
1_facilities_and_construction,2018-2019,10353326.15,10569206.25
1_facilities_and_construction,2019-2020,8704712.52,8641304.04
1_facilities_and_construction,2020-2021,6141459.87,5848214.85
1_facilities_and_construction,2021-2022,5995486.61,5573431.55
1_facilities_and_construction,2022-2023,7031666.68,6294914.03
2_professional_services,2017-2018,62675.00,64502.47
2_professional_services,2018-2019,355510.73,362419.96
2_professional_services,2019-2020,23724.50,23608.35
2_professional_services,2021-2022,167003.53,155267.47
2_professional_services,2022-2023,167003.53,149435.46
