d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1999570.3956219726
1_facilities_and_construction,2018-2019,1683272.5488372094
1_facilities_and_construction,2019-2020,198019.6511627907
1_facilities_and_construction,2020-2021,14053
2_professional_services,2018-2019,431250
