d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,48244.42,49723.07
1_facilities_and_construction,2018-2019,61845.16,62952.90
1_facilities_and_construction,2019-2020,11410.74,11233.99
1_facilities_and_construction,2020-2021,12117.96,11597.14
1_facilities_and_construction,2021-2022,19734.48,18115.98
6_industrial_products_and_services,2017-2018,551194.69,567087.44
6_industrial_products_and_services,2018-2019,1386066.07,1410592.11
6_industrial_products_and_services,2019-2020,1867011.81,1852069.08
6_industrial_products_and_services,2020-2021,2032936.80,1937520.90
6_industrial_products_and_services,2021-2022,85488.30,78236.86
