d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,393566.71,403786.63
1_facilities_and_construction,2018-2019,51753.74,52771.48
1_facilities_and_construction,2019-2020,15439.21,15308.92
11_defence,2018-2019,88177.64,89544.42
11_defence,2019-2020,89151.98,88399.63
11_defence,2020-2021,14371.49,13566.40
11_defence,2021-2022,118665.00,90509.25
2_professional_services,2017-2018,4255405.12,4364945.25
2_professional_services,2018-2019,4054707.40,4116056.20
2_professional_services,2019-2020,5023730.33,4974715.63
2_professional_services,2020-2021,6921273.03,6580153.79
2_professional_services,2021-2022,7264129.43,5611702.60
3_information_technology,2017-2018,36867428.61,37816390.04
3_information_technology,2018-2019,35685456.64,36243115.73
3_information_technology,2019-2020,34384946.77,34095544.05
3_information_technology,2020-2021,27528230.01,26164669.52
3_information_technology,2021-2022,28072629.98,21308935.64
9_human_capital,2019-2020,3702776.32,3670409.03
9_human_capital,2020-2021,3785751.70,3599001.64
9_human_capital,2021-2022,3785751.70,2961459.64
