d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,393566.71
1_facilities_and_construction,2018-2019,51753.74
1_facilities_and_construction,2019-2020,15439.21
11_defence,2018-2019,88177.64
11_defence,2019-2020,89151.98
11_defence,2020-2021,14371.49
2_professional_services,2017-2018,4255405.12
2_professional_services,2018-2019,4054707.40
2_professional_services,2019-2020,5023730.33
2_professional_services,2020-2021,6921273.03
3_information_technology,2017-2018,36867428.61
3_information_technology,2018-2019,35685456.64
3_information_technology,2019-2020,34384946.77
3_information_technology,2020-2021,27528230.01
9_human_capital,2019-2020,3702776.32
9_human_capital,2020-2021,3785751.70
