d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,37326631.29,38288252.85
it_consulting_services,2018-2019,36218544.67,36784433.83
it_consulting_services,2019-2020,38431984.30,38107921.47
it_consulting_services,2020-2021,31315013.05,29766998.73
it_consulting_services,2021-2022,31062526.15,28808057.11
it_devices_equipment,2017-2018,231779.48,237785.64
it_devices_equipment,2018-2019,46355.90,47362.72
it_other,2017-2018,1310239.27,1344195.06
it_other,2019-2020,81665.75,79689.40
it_other,2020-2021,1341196.67,1272961.96
it_other,2021-2022,2116368.00,1964931.29
it_software_licensing,2017-2018,839036.42,860748.07
it_software_licensing,2018-2019,134201.15,136162.56
it_software_licensing,2019-2020,144937.06,143982.63
it_software_licensing,2020-2021,10907.14,10367.00
it_software_licensing,2021-2022,28236.14,25770.98
