d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,71573.15674435029
1_facilities_and_construction,2018-2019,70781.52665238768
1_facilities_and_construction,2019-2020,73801.88359255203
1_facilities_and_construction,2020-2021,116545.77705997718
10_office_management,2019-2020,238703.05532710283
10_office_management,2020-2021,720054.6710280374
11_defence,2017-2018,614656.35
11_defence,2018-2019,4461839.146594006
11_defence,2019-2020,5522698.754141689
11_defence,2020-2021,3800353.737456086
2_professional_services,2017-2018,8115202.098662385
2_professional_services,2018-2019,14185890.232948584
2_professional_services,2019-2020,22790338.425041825
2_professional_services,2020-2021,27364322.730609912
3_information_technology,2017-2018,54996519.75640405
3_information_technology,2018-2019,66484955.19791362
3_information_technology,2019-2020,61119262.147368446
3_information_technology,2020-2021,67212553.70214567
7_travel,2018-2019,18394.16
9_human_capital,2018-2019,45875.03
9_human_capital,2019-2020,174684.91
9_human_capital,2020-2021,10379.94
