d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,42945.54,40438.29
1_facilities_and_construction,2021-2022,461032.98,428043.77
11_defence,2017-2018,2482747.97,2547003.40
11_defence,2018-2019,7790333.96,7902375.83
11_defence,2019-2020,13467242.77,13318823.15
11_defence,2020-2021,15657909.46,14879127.78
11_defence,2021-2022,15453807.56,14348761.18
2_professional_services,2017-2018,1896535.86,1944663.39
2_professional_services,2018-2019,4518384.41,4582242.12
2_professional_services,2019-2020,6264775.77,6202436.88
2_professional_services,2020-2021,6849186.42,6506976.41
2_professional_services,2021-2022,15039476.57,13887949.07
3_information_technology,2017-2018,59554509.40,61085530.79
3_information_technology,2018-2019,73345615.36,74474000.77
3_information_technology,2019-2020,69485859.98,68862623.25
3_information_technology,2020-2021,75410443.38,71700309.18
3_information_technology,2021-2022,68206446.88,63278969.56
