d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,219013.63,225783.57
it_consulting_services,2018-2019,219013.63,223210.62
it_consulting_services,2019-2020,508910.69,503553.90
it_consulting_services,2020-2021,395609.77,376747.36
it_consulting_services,2021-2022,528843.41,490268.01
it_consulting_services,2022-2023,426678.12,381801.60
it_devices_equipment,2019-2020,97462.50,96664.00
it_other,2022-2023,11511.58,10215.34
it_software_licensing,2019-2020,9553.43,9335.37
it_software_licensing,2020-2021,15419.58,14568.88
