owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,244562.71128494284
aandc-aadnc,2018-2019,227136.96290620757
aandc-aadnc,2019-2020,302033.50561914436
aandc-aadnc,2020-2021,64335.22393141719
cbsa-asfc,2017-2018,17555.276752767528
cfia-acia,2018-2019,59212
cic,2017-2018,74316.4778425656
cic,2020-2021,9193.58712328767
cpc-cpp,2018-2019,24635.129999999997
cpc-cpp,2019-2020,39795.21
cpc-cpp,2020-2021,97801.5
cra-arc,2017-2018,0
cra-arc,2018-2019,0
cra-arc,2019-2020,0
csa-asc,2017-2018,33169.35717536071
csa-asc,2018-2019,14403.407293007771
csc-scc,2017-2018,62791.29895657329
csc-scc,2018-2019,98387.97
dfatd-maecd,2017-2018,119666.86096774193
dfatd-maecd,2018-2019,49504.62939779331
dfatd-maecd,2019-2020,65082.104740847724
dfatd-maecd,2020-2021,49641.154893617015
dfo-mpo,2019-2020,97462.5
dfo-mpo,2020-2021,148736.25
dnd-mdn,2017-2018,558638.8467097743
dnd-mdn,2018-2019,409359.6161191749
dnd-mdn,2019-2020,37045.36
ec,2017-2018,166801.83789934212
ec,2018-2019,79750.4277406579
elections,2017-2018,152220.57499999998
elections,2018-2019,798114.5735082972
elections,2019-2020,205790.89633413972
elections,2020-2021,154780.02515756304
esdc-edsc,2017-2018,31625.091399040823
esdc-edsc,2018-2019,32238.17860095917
esdc-edsc,2019-2020,18100.204925816022
esdc-edsc,2020-2021,21508.685074183977
fcac-acfc,2018-2019,15657.004353562006
fcac-acfc,2019-2020,212239.39234828498
fcac-acfc,2020-2021,211659.50329815305
fin,2017-2018,64840.70846153846
fin,2018-2019,11570.909051094888
fin,2019-2020,23268.970948905106
fin,2020-2021,23205.394525547443
fpcc-cpac,2018-2019,21750
fpcc-cpac,2020-2021,73287.80056074767
hc-sc,2017-2018,259559.76491403353
hc-sc,2018-2019,550423.6344832462
hc-sc,2019-2020,622383.7705058749
hc-sc,2020-2021,209100.94620075013
ic,2017-2018,154092.56842195135
ic,2018-2019,100769.22721890973
ic,2019-2020,4876.650641891892
infc,2020-2021,12362.200000000003
isc-sac,2017-2018,385915.16762577626
isc-sac,2018-2019,468648.41967198474
isc-sac,2019-2020,422980.67373886716
isc-sac,2020-2021,301378.45184340485
nrcan-rncan,2017-2018,143318.29
nrcan-rncan,2018-2019,167554.332954947
nrcan-rncan,2019-2020,89154.66366925683
nrcan-rncan,2020-2021,139426.06280887095
nserc-crsng,2017-2018,18063.503649635037
nserc-crsng,2018-2019,18063.503649635037
nserc-crsng,2019-2020,18112.992700729927
osfi-bsif,2019-2020,21273.10606060606
osfi-bsif,2020-2021,123931.89393939394
pch,2018-2019,10741.658323529411
pch,2019-2020,12520.531676470588
pco-bcp,2017-2018,24991.649999999998
pco-bcp,2018-2019,24577.5
phac-aspc,2017-2018,16778.78787878788
ps-sp,2017-2018,86734.24323973095
ps-sp,2018-2019,179246.5642045455
ps-sp,2019-2020,468806.87379456934
ps-sp,2020-2021,116157.25688724888
psc-cfp,2017-2018,69054.65149425287
psc-cfp,2018-2019,33953.950000000004
pwgsc-tpsgc,2017-2018,1315731.0060390322
pwgsc-tpsgc,2018-2019,381491.06269409496
pwgsc-tpsgc,2019-2020,330801.7655602847
pwgsc-tpsgc,2020-2021,42398.10859003689
rcmp-grc,2019-2020,247217.64353182752
rcmp-grc,2020-2021,369813.27823408623
ssc-spc,2017-2018,0
ssc-spc,2018-2019,0
ssc-spc,2019-2020,5873.623636363636
ssc-spc,2020-2021,34122.95636363636
tbs-sct,2017-2018,461650.7690116233
tbs-sct,2018-2019,162523.32117035365
tc,2017-2018,78499.35839409732
tc,2020-2021,15945.23657327586
vac-acc,2017-2018,6446.380952380952
wage,2018-2019,1864.5774193548386
wage,2019-2020,5249.502580645161
