d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,1182.3056300268095
1_facilities_and_construction,2019-2020,61817.694369973186
2_professional_services,2020-2021,114417.43999999999
5_transportation_and_logistics,2017-2018,4771038.189570926
5_transportation_and_logistics,2018-2019,3739293.926169911
5_transportation_and_logistics,2019-2020,4073373.4157967265
5_transportation_and_logistics,2020-2021,2054069.5270960787
7_travel,2017-2018,62455.05
7_travel,2018-2019,158334.75
7_travel,2019-2020,96189.04000000001
7_travel,2020-2021,95914.36
