d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,1182.31,1193.75
1_facilities_and_construction,2019-2020,61817.69,61691.08
1_facilities_and_construction,2021-2022,219700.95,200401.66
2_professional_services,2020-2021,114417.44,111773.66
2_professional_services,2021-2022,112466.15,80551.55
5_transportation_and_logistics,2017-2018,4771038.19,4902913.14
5_transportation_and_logistics,2018-2019,3739293.93,3786312.02
5_transportation_and_logistics,2019-2020,4073373.42,4064798.86
5_transportation_and_logistics,2020-2021,2054069.53,2016382.94
5_transportation_and_logistics,2021-2022,2645504.00,1882580.79
7_travel,2017-2018,62455.05,64632.23
7_travel,2018-2019,158334.75,160162.40
7_travel,2019-2020,96189.04,95985.42
7_travel,2020-2021,95914.36,94755.00
7_travel,2021-2022,69956.20,63273.24
