normalized_vendor_name,original_vendor_name
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTERS 2018 LTD.
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTERS LTD.
GREAT SLAVE HELICOPTERS,Great Slave Helicopters
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTERS LTD
GREAT SLAVE HELICOPTERS,Great Slave Helicopters 2018 Ltd
GREAT SLAVE HELICOPTERS,GREAT LAKES HELICOPTER CORPORATION
GREAT SLAVE HELICOPTERS,Great Slave Helicopters 2018 Ltd.
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTERS 2018 LTD
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTERS
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTER LTD
GREAT SLAVE HELICOPTERS,GREAT SLAVE HELICOPTORS LTD.
