owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,36801.91,38070.34
aandc-aadnc,2021-2022,55756.00,50320.44
dfo-mpo,2017-2018,129991.58,133838.88
dfo-mpo,2018-2019,180716.34,182906.43
dfo-mpo,2019-2020,120595.24,120425.08
dfo-mpo,2020-2021,201605.00,198210.60
dfo-mpo,2021-2022,14200.20,12952.81
dnd-mdn,2021-2022,219700.95,200401.66
ec,2017-2018,141750.00,145758.11
ec,2018-2019,14855.40,14985.35
ec,2019-2020,514039.54,513499.51
ec,2020-2021,554708.91,538867.29
ec,2021-2022,809398.66,623975.15
nrcan-rncan,2017-2018,4130675.32,4246672.40
nrcan-rncan,2018-2019,3569684.66,3614512.33
nrcan-rncan,2019-2020,3199966.73,3192540.51
nrcan-rncan,2020-2021,1273290.50,1259978.48
nrcan-rncan,2021-2022,1835127.40,1293683.63
pc,2017-2018,373762.64,381986.88
pc,2018-2019,126424.76,128071.86
pc,2019-2020,371705.16,370929.25
pc,2020-2021,234796.92,225855.23
pc,2021-2022,113444.10,45473.57
rcmp-grc,2017-2018,20511.79,21218.76
rcmp-grc,2018-2019,7129.82,7192.19
rcmp-grc,2019-2020,25073.48,25081.00
