d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,39874.88,36876.32
1_facilities_and_construction,2019-2020,10783.00,10596.97
1_facilities_and_construction,2020-2021,37254.36,35618.70
1_facilities_and_construction,2021-2022,17643.26,16042.50
10_office_management,2017-2018,12732.71,13122.31
10_office_management,2018-2019,12452.91,12689.49
10_office_management,2019-2020,25138.60,24736.34
10_office_management,2020-2021,2560.48,2441.10
10_office_management,2021-2022,2560.48,2396.00
2_professional_services,2017-2018,220956.52,227487.14
2_professional_services,2018-2019,489104.90,497275.88
2_professional_services,2019-2020,294551.24,291212.54
2_professional_services,2020-2021,112392.61,107236.16
2_professional_services,2021-2022,63975.54,60170.67
3_information_technology,2017-2018,104541.57,107422.43
3_information_technology,2018-2019,141914.28,144725.01
3_information_technology,2019-2020,23553.16,23074.72
3_information_technology,2020-2021,11326.22,10826.48
3_information_technology,2021-2022,179678.50,164905.13
5_transportation_and_logistics,2018-2019,23719.50,24324.83
5_transportation_and_logistics,2019-2020,179105.95,175965.83
6_industrial_products_and_services,2017-2018,21182.84,21809.70
6_industrial_products_and_services,2018-2019,24973.00,25478.89
7_travel,2017-2018,32458.69,33386.31
7_travel,2018-2019,181812.49,184743.85
7_travel,2019-2020,74687.86,73221.88
9_human_capital,2017-2018,11211.25,11600.84
9_human_capital,2018-2019,15120.00,15295.41
9_human_capital,2019-2020,165413.40,162135.83
9_human_capital,2020-2021,66627.04,63678.68
9_human_capital,2021-2022,79174.32,73911.31
