d_vendor_name,overall_total
FIRST AIR,359762.04
THE RIGHT DOOR CONSULTING,356230.5
NORTHERN MICRO,240954.38999999998
PIRURVIK CENTRE,128192.70999999999
STRATOS,93562.93670886077
NVISION INSIGHT GROUP,90427.22
PRESIDIA SECURITY CONSULTING,77800
ADVANCED BUSINESS INTERIORS,70018.46
ERNST YOUNG,65285.75
POLAR OUTFITTING,60150.7
XEROX,59719.84500164917
ILINNIAPAA SKILLS DEVELOPMENT CENTER,58282.175398633255
AIR NUNAVUT,54667.69
PMC PROJECT MANAGEMENT CENTRE,45289.5
CONFERENCE BOARD OF CANADA THE,44917.5
GENERAL MOTORS,37383.229999999996
PROJECT MANAGEMENT CENTER,37036
CHRISTINE CROSSMAN CONSULTING,35362.5
CHRISTINE CROSSMAN CONSULTING SERVICES,35187.5
INSIGHTS LEARNING,34589.4
CLOUD 9 PRODUCTIONS,32898.5
KRT ELECTRICAL,30299
ATIIGO MEDIA,26796.07
CAREER JOY,24973
INNIRVIK SUPPORT SERVICES,23157.760000000002
QMR,22092.2
3158004 CANADA,21600
TITTAQ OFFICE SUPPLIES,21182.84
2202691 ONTARIO,19153.5
ONX ENTERPRISE SOLUTIONS,18323.2
LEADERSHARP GROUP,17960.109999999997
507040 N W T,17741
UNAALIK AVIATION 2004,16252.029999999999
8231800 CANADA,15120
MAMITSIVIK CONSULTING,13952.4
WILMAN JENNIFER,11211.25
APPLIED ELECTONICS,10783
