d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,31490.46,32584.75
2_professional_services,2017-2018,2673287.04,2755221.25
2_professional_services,2018-2019,2673287.04,2722151.99
2_professional_services,2019-2020,1567351.85,1566521.10
3_information_technology,2017-2018,44588.61,45831.83
6_industrial_products_and_services,2017-2018,221383.00,227615.65
6_industrial_products_and_services,2019-2020,136492.70,134497.91
6_industrial_products_and_services,2020-2021,170605.08,162715.22
8_security_and_protection,2020-2021,4856.68,4647.69
8_security_and_protection,2021-2022,6446.14,6032.05
