d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,170700.91,175683.46
it_consulting_services,2018-2019,116011.25,117666.27
it_consulting_services,2019-2020,47510.65,46404.69
it_consulting_services,2020-2021,38674.25,37005.97
it_consulting_services,2021-2022,84402.22,78147.42
