normalized_vendor_name,original_vendor_name
KING HOE EXCAVATING,King Hoe Excavating Ltd.
KING HOE EXCAVATING,KING HOE EXCAVATING LTD.
KING HOE EXCAVATING,KING HOE EXCAVATING LTD
