normalized_vendor_name,original_vendor_name
LOUIS TANGUAY INFORMATIQUE,Louis tanguay informatique inc
LOUIS TANGUAY INFORMATIQUE,LOUIS TANGUAY INFORMATIQUE INC.
LOUIS TANGUAY INFORMATIQUE,LOUIS TANGUAY INFORMATIQUE INC
LOUIS TANGUAY INFORMATIQUE,Louis Tanguay Informatique Inc
LOUIS TANGUAY INFORMATIQUE,Louis Tanguay Informatique Inc.
LOUIS TANGUAY INFORMATIQUE,LOUIS TANGUAY INFORMATIQUE
