d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,258673.73,266237.93
1_facilities_and_construction,2018-2019,10496.34,10597.92
10_office_management,2017-2018,1928190.19,1975993.33
10_office_management,2018-2019,1780132.16,1801432.02
10_office_management,2019-2020,1496172.22,1494772.20
10_office_management,2020-2021,1797944.37,1738679.94
10_office_management,2021-2022,790033.08,323633.73
11_defence,2017-2018,78498.80,80000.85
11_defence,2018-2019,30286.31,30950.24
11_defence,2019-2020,10186.42,10181.77
11_defence,2021-2022,20212.60,0.00
3_information_technology,2017-2018,14173.95,14574.71
3_information_technology,2019-2020,132049.30,131881.55
3_information_technology,2020-2021,44710.35,43473.56
3_information_technology,2021-2022,246452.62,19635.37
4_medical,2019-2020,97455.47,97589.09
4_medical,2020-2021,2335807.43,2283731.13
6_industrial_products_and_services,2017-2018,371838.92,381188.23
6_industrial_products_and_services,2018-2019,114159.47,115224.14
6_industrial_products_and_services,2019-2020,389652.30,388753.40
6_industrial_products_and_services,2020-2021,376030.59,362299.26
6_industrial_products_and_services,2021-2022,362639.64,167307.01
