d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,66670.00,68379.00
2_professional_services,2018-2019,19210.00,19462.03
2_professional_services,2019-2020,5403724.80,5357942.21
2_professional_services,2020-2021,56353.89,53125.23
2_professional_services,2021-2022,168120.92,155068.47
3_information_technology,2019-2020,105655.00,104483.06
