d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,18150.41,18676.83
11_defence,2017-2018,872590.67,899563.38
11_defence,2018-2019,0.00,0.00
11_defence,2019-2020,0.00,0.00
2_professional_services,2018-2019,10983.07,11085.67
9_human_capital,2017-2018,360959.42,371503.75
9_human_capital,2018-2019,4371961.42,4454922.60
9_human_capital,2019-2020,889302.50,882040.99
9_human_capital,2020-2021,863993.23,822878.66
9_human_capital,2021-2022,821021.56,762934.57
9_human_capital,2022-2023,62124.97,55815.70
