normalized_vendor_name,original_vendor_name
LES TRADUCTIONS TESSIER,TRADUCTIONS TESSIER S.C.C. (LES)
LES TRADUCTIONS TESSIER,Les Traductions Tessier S.C.C.
LES TRADUCTIONS TESSIER,LES TRADUCTIONS TESSIER S.C.C.
LES TRADUCTIONS TESSIER,Les Traductions Tessier SCC
LES TRADUCTIONS TESSIER,Traductions Tessier S.C.C.(Les).
LES TRADUCTIONS TESSIER,TRADUCTIONS TESSIER SCC (LES)
LES TRADUCTIONS TESSIER,Les Traductions Tessier S.C.C
LES TRADUCTIONS TESSIER,Les Traductions Tessier Inc.
LES TRADUCTIONS TESSIER,Les Traducitons Tessier S.C.C
LES TRADUCTIONS TESSIER,LES TRADUCTIONS TESSIERS S.C.C.
LES TRADUCTIONS TESSIER,TRADUCTIONS TESSIERS SCC (LES)
