owner_org,d_fiscal_year,total,total_constant_2019_dollars
cas-satj,2017-2018,400000.00,406870.94
cas-satj,2018-2019,330047.17,333241.17
cer-rec,2017-2018,121398.39,124367.64
cer-rec,2018-2019,128532.15,130249.63
cer-rec,2019-2020,42153.64,42019.60
cic,2017-2018,23899.50,24723.23
hc-sc,2017-2018,25000.00,25459.94
hc-sc,2018-2019,298880.00,302716.10
hc-sc,2019-2020,118650.00,118403.41
lac-bac,2018-2019,48979.36,49753.21
lac-bac,2019-2020,48979.36,48957.02
lac-bac,2020-2021,24489.68,23332.59
nrc-cnrc,2018-2019,99921.82,101202.72
nrc-cnrc,2019-2020,102873.63,102662.92
nrc-cnrc,2020-2021,0.00,0.00
oic-ci,2018-2019,16231.32,16483.15
phac-aspc,2017-2018,18183.19,18504.02
phac-aspc,2018-2019,26086.22,26416.29
phac-aspc,2019-2020,212653.78,212217.96
pwgsc-tpsgc,2017-2018,2676282.91,2747247.92
pwgsc-tpsgc,2018-2019,2845370.01,2881811.53
pwgsc-tpsgc,2019-2020,2389731.94,2384376.77
pwgsc-tpsgc,2020-2021,463494.12,464632.22
statcan,2019-2020,861000.00,859014.51
swc-cfc,2017-2018,11853.45,12057.06
swc-cfc,2018-2019,13146.55,13286.02
tbs-sct,2017-2018,503928.02,517436.07
tbs-sct,2018-2019,503928.02,510358.90
tbs-sct,2019-2020,38657.49,38639.86
