d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,34924.91,35788.70
1_facilities_and_construction,2018-2019,51213.86,51759.74
1_facilities_and_construction,2020-2021,140272.55,132258.16
1_facilities_and_construction,2021-2022,42099.76,38465.05
11_defence,2017-2018,340349.71,348552.74
11_defence,2018-2019,753012.25,764163.88
11_defence,2019-2020,359633.61,359933.31
11_defence,2020-2021,17981.95,17047.95
3_information_technology,2021-2022,19183.13,17326.20
5_transportation_and_logistics,2018-2019,15857.29,16013.31
6_industrial_products_and_services,2017-2018,115529.16,118476.76
6_industrial_products_and_services,2018-2019,41523.22,42086.20
6_industrial_products_and_services,2019-2020,197930.63,194833.07
6_industrial_products_and_services,2020-2021,646786.34,609111.36
6_industrial_products_and_services,2021-2022,1699159.82,1573093.75
