d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2021-2022,112783.42,101865.98
10_office_management,2020-2021,53133.02,50304.56
11_defence,2017-2018,679452.36,697193.43
11_defence,2018-2019,190035.10,194162.56
11_defence,2019-2020,4080337.90,3981591.61
11_defence,2020-2021,32179386.84,30612090.28
11_defence,2021-2022,44237311.07,40727238.79
5_transportation_and_logistics,2020-2021,43286.36,41239.14
5_transportation_and_logistics,2021-2022,59174.24,54940.03
6_industrial_products_and_services,2021-2022,56485.54,51658.03
