d_vendor_name,overall_total
QMR,157722.47837672438
EPERFORMANCE,156618
LOWE MARTIN GROUP,108085.37
SIERRA SYSTEMS GROUP,78946.22837837838
CARISSE GRAPHIC DESIGN,50546
ONX ENTERPRISE SOLUTIONS,44242.689999999995
STRIVE,28250
ADVANCE BUSINESS INTERIORS,24777.56
NORTHERN MICRO,12978.05
JARRETT ESP SERVICES,12653.140000000001
RICOH,10782.69284848485
COPEM CONSULTING,10509
