d_fiscal_year,total,total_constant_2019_dollars
2017-2018,118413.37,121493.79
2018-2019,287462.96,291161.86
2019-2020,115210.29,113717.26
2020-2021,175024.58,166249.51
2021-2022,255137.27,140267.33
