d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,78946.23,80995.50
it_consulting_services,2019-2020,33261.18,32850.25
it_consulting_services,2020-2021,50620.15,48266.06
it_consulting_services,2021-2022,20402.63,18742.27
it_devices_equipment,2020-2021,12978.05,12353.58
it_devices_equipment,2021-2022,52089.84,47047.54
it_other,2018-2019,224431.42,227162.07
it_other,2019-2020,4505.10,4467.08
it_other,2020-2021,4492.79,4271.16
it_other,2021-2022,54479.92,49577.27
