d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1846237.62,1894637.53
1_facilities_and_construction,2018-2019,2198935.24,2232330.43
1_facilities_and_construction,2019-2020,1331500.46,1320289.01
6_industrial_products_and_services,2017-2018,1079484.00,1109054.57
