normalized_vendor_name,original_vendor_name
NUA OFFICE,NUA OFFICE INC.
NUA OFFICE,NUA OFFICE INC
NUA OFFICE,Nua Office Inc.
NUA OFFICE,Nua Office inc.
NUA OFFICE,NUA Office Inc
NUA OFFICE,NUA Office Inc.
