d_fiscal_year,total,total_constant_2019_dollars
2017-2018,341526.08,352017.39
2018-2019,432089.25,442052.14
2019-2020,1066478.15,1056008.46
2020-2021,959412.71,913274.09
2021-2022,1348628.48,1254581.18
2022-2023,1060358.33,948884.89
