d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,25000.00,25574.84
11_defence,2017-2018,79668.66,82085.35
11_defence,2018-2019,51304.73,52164.88
11_defence,2019-2020,49664.00,49122.76
11_defence,2020-2021,29936.56,28709.24
11_defence,2021-2022,70445.34,65712.17
11_defence,2022-2023,88148.06,78895.83
2_professional_services,2019-2020,24948.00,24915.06
2_professional_services,2022-2023,179705.86,159484.07
5_transportation_and_logistics,2017-2018,261857.42,269932.04
5_transportation_and_logistics,2018-2019,355784.52,364312.42
5_transportation_and_logistics,2019-2020,991866.15,981970.64
5_transportation_and_logistics,2020-2021,929476.15,884564.85
5_transportation_and_logistics,2021-2022,1267714.64,1179405.66
5_transportation_and_logistics,2022-2023,792504.41,710504.99
7_travel,2021-2022,10468.50,9463.36
