d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,14961.20,14663.95
0_other,2020-2021,136967.20,129060.87
0_other,2021-2022,92275.52,83773.49
1_facilities_and_construction,2020-2021,24930.63,23491.53
10_office_management,2017-2018,80420.03,82716.70
10_office_management,2020-2021,24206.19,22808.91
11_defence,2017-2018,101898.97,105000.21
11_defence,2018-2019,73958.19,75318.96
11_defence,2019-2020,64547.34,63985.67
11_defence,2020-2021,70213.90,66762.90
11_defence,2021-2022,69753.81,63754.51
11_defence,2022-2023,377809.10,334352.51
2_professional_services,2021-2022,16726.33,15215.87
2_professional_services,2022-2023,15627.08,13997.48
3_information_technology,2017-2018,17901.46,18412.70
3_information_technology,2018-2019,80805.08,82552.85
3_information_technology,2019-2020,126590.86,124479.27
3_information_technology,2020-2021,38945.60,36793.14
3_information_technology,2021-2022,41551.18,38676.65
3_information_technology,2022-2023,83871.58,75063.26
6_industrial_products_and_services,2017-2018,1328747.28,1368552.61
6_industrial_products_and_services,2018-2019,1094116.62,1108910.90
6_industrial_products_and_services,2019-2020,115738.16,115038.43
6_industrial_products_and_services,2020-2021,161552.43,152226.94
6_industrial_products_and_services,2021-2022,323165.82,294586.97
6_industrial_products_and_services,2022-2023,1257820.97,1113852.30
