d_fiscal_year,total,total_constant_2019_dollars
2017-2018,907123.10,930546.92
2018-2019,882217.85,895866.06
2019-2020,1332283.00,1316921.53
2020-2021,1407694.23,1338284.20
2021-2022,1284379.73,1192187.88
