d_vendor_name,overall_total
WPP GROUP CANADA COMMUNICATIONS,15599293.47
KPMG,1678263.83
PRICEWATERHOUSE COOPERS,1475877.00
THE AIM GROUP,243354.16
GOOGLE CANADA,177460.00
S P GLOBAL MARKET INTELLIGENCE,120473.54
SOFTCHOICE,96994.00
SALESFORCE CANADA,79945.45
BLOOMBERG FINANCE L P,59156.99
KNOWLEDGE CIRCLE,59064.00
BDO CANADA,38985.00
NORTHERN MICRO,30215.00
GARTNER,27533.59
TORONTO METROPOLITAN UNIVERSITY,25000.00
HOOTSUITE,16008.02
TAG HR,13560.00
MELTWATER,12656.25
AMAZON,2450.12
FACTIVA,1970.33
MICROSOFT CANADA,1784.05
