d_vendor_name,overall_total
WPP GROUP CANADA COMMUNICATIONS,30769354.83
KPMG,2424386.00
PRICEWATERHOUSE COOPERS,1475877.00
THE AIM GROUP,590323.96
CLOUD SYNAPPS,538995.51
GLOBE AND MAIL,441016.40
GOOGLE CANADA,358260.00
SALESFORCE CANADA,350273.77
SOFTCHOICE,249681.00
S P GLOBAL MARKET INTELLIGENCE,187939.13
MNP,162720.00
GARTNER,111664.00
MELTWATER,102424.12
BLOOMBERG FINANCE L P,82100.00
KNOWLEDGE CIRCLE,77067.67
AMAZON,71250.00
GOSS GILROY,63957.35
HOOTSUITE,48112.02
FACTIVA,42420.00
BDO CANADA,38985.00
NORTHERN MICRO,30215.00
CDW CANADA,16050.00
MICROSOFT CANADA,13707.05
TAG HR,13560.00
CONFERENCE BOARD OF CANADA,11514.11
