d_most_recent_category,total,percentage
2_professional_services,39647769.87,0.8279
3_information_technology,4175965.14,0.0872
10_office_management,3232855.88,0.0675
1_facilities_and_construction,541515.15,0.0113
9_human_capital,139643.51,0.0029
8_security_and_protection,120539.62,0.0025
7_travel,29827.00,6e-4
