normalized_vendor_name,original_vendor_name
FLEET FCA CANADA,FLEET-FCA CANADA INC
FLEET FCA CANADA,FLEET - FCA CANADA INC
FLEET FCA CANADA,FLEET - FCA CANADA INC.
