d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2018-2019,12023.20,12141.50
2_professional_services,2019-2020,17303.12,16884.38
2_professional_services,2020-2021,173123.16,163772.92
2_professional_services,2021-2022,205265.09,191943.27
3_information_technology,2018-2019,14487.43,14629.97
3_information_technology,2019-2020,59240.72,58735.66
3_information_technology,2020-2021,1028706.26,978772.68
3_information_technology,2021-2022,709036.95,658297.22
9_human_capital,2018-2019,129297.86,131055.28
9_human_capital,2019-2020,42010.14,42159.51
9_human_capital,2020-2021,86348.47,82592.22
9_human_capital,2021-2022,24310.02,22570.51
