d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,566823.3111806099
2_professional_services,2018-2019,326911.88819390145
2_professional_services,2020-2021,4170556.780264817
6_industrial_products_and_services,2017-2018,14594.65
6_industrial_products_and_services,2019-2020,24834.01
6_industrial_products_and_services,2020-2021,74918.40000000001
9_human_capital,2017-2018,35413.402980713036
9_human_capital,2018-2019,44908.02879730692
9_human_capital,2019-2020,50244.119200161294
9_human_capital,2020-2021,54586.27650868423
