d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,158970.2120890774
1_facilities_and_construction,2019-2020,487807.1251535143
1_facilities_and_construction,2020-2021,849568.6607253227
10_office_management,2017-2018,84298.1880710758
10_office_management,2018-2019,96239.20974850733
10_office_management,2019-2020,2796148.192147523
10_office_management,2020-2021,1049067.263312933
2_professional_services,2017-2018,39954.43756637535
2_professional_services,2018-2019,659702.9131484122
2_professional_services,2019-2020,6148113.028286679
2_professional_services,2020-2021,9606833.136397421
3_information_technology,2017-2018,723805.0461695581
3_information_technology,2018-2019,1970360.0044049881
3_information_technology,2019-2020,7738612.897322969
3_information_technology,2020-2021,8614118.352050735
6_industrial_products_and_services,2019-2020,117938.57
6_industrial_products_and_services,2020-2021,218640.69999999998
8_security_and_protection,2019-2020,1995648.5
8_security_and_protection,2020-2021,2536590.7800000003
9_human_capital,2019-2020,333879.7181613701
9_human_capital,2020-2021,455337.22588144767
