d_vendor_name,overall_total
GATESTONE,30351.30
VALCOM CONSULTING,27445.20
HUMANSCALE CANADA,27389.73
MORNEAU SHEPELL,26357.25
GRAND TOY,25396.40
BMC SOFTWARE,24688.67
GILMORE REPRODUCTIONS,24250.25
BERLITZ CANADA,21351.00
TENAQUIP,21326.44
PALADIN GROUP,20824.83
ARTEMP PERSONNEL SERVICES,20173.89
ECOLE DE LANGUES EAGLE,20027.26
BEE CLEAN BUILDING MAINTENANCE,16353.52
MNP,16323.46
LINOVATI,16187.25
NUIX NORTH AMERICA,15046.48
TURTLE ISLAND STAFFING,12645.58
WESCO DISTRIBUTION CANADA,11954.74
INTERACTIVE AUDIO VISUAL,11492.10
ESRI,8670.66
LRO STAFFING,3693.47
CA,863.81
INSIGHT SOFTWARE CANADA,374.75
"NAVPOINT CONSULTING GROUP",0.00
