d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,158970.21,161324.42
1_facilities_and_construction,2019-2020,487807.13,481730.25
1_facilities_and_construction,2020-2021,849568.66,808851.95
1_facilities_and_construction,2021-2022,443163.19,412020.19
1_facilities_and_construction,2022-2023,370868.19,332768.37
10_office_management,2017-2018,607857.53,626647.06
10_office_management,2018-2019,619798.55,631610.82
10_office_management,2019-2020,3314557.55,3278450.17
10_office_management,2020-2021,2653041.29,2525560.10
10_office_management,2021-2022,3607178.14,3352052.60
10_office_management,2022-2023,4498926.63,4018065.46
2_professional_services,2017-2018,1413461.90,1453905.01
2_professional_services,2018-2019,13865959.70,14128660.72
2_professional_services,2019-2020,19348339.79,19178897.65
2_professional_services,2020-2021,23824223.54,22694535.39
2_professional_services,2021-2022,28348565.16,26335153.48
2_professional_services,2022-2023,70396310.93,62600781.98
3_information_technology,2017-2018,723805.05,746178.64
3_information_technology,2018-2019,2224061.50,2262670.84
3_information_technology,2019-2020,8438282.92,8352266.62
3_information_technology,2020-2021,11790215.31,11209323.60
3_information_technology,2021-2022,22083643.97,20476923.04
3_information_technology,2022-2023,75257040.15,67071104.99
4_medical,2021-2022,9067745.58,8339952.41
4_medical,2022-2023,15657496.13,14008808.19
5_transportation_and_logistics,2022-2023,135665.42,120056.49
6_industrial_products_and_services,2019-2020,117938.57,118303.54
6_industrial_products_and_services,2020-2021,218640.70,208110.93
6_industrial_products_and_services,2021-2022,50937.82,46800.04
6_industrial_products_and_services,2022-2023,1062691.38,940839.76
8_security_and_protection,2019-2020,1995648.50,1979274.90
8_security_and_protection,2020-2021,2559345.21,2439317.80
8_security_and_protection,2021-2022,2645462.85,2459474.08
8_security_and_protection,2022-2023,31000415.38,27685223.74
9_human_capital,2019-2020,293823.41,291070.67
9_human_capital,2020-2021,425628.34,404417.24
9_human_capital,2021-2022,720517.57,666380.65
9_human_capital,2022-2023,1172009.21,1044212.20
