d_most_recent_category,total,percentage
2_professional_services,76859771.24,0.8282936718196412
5_transportation_and_logistics,6810706.39,0.07339684873108757
1_facilities_and_construction,5271782.13,0.05681234418018432
3_information_technology,3604236.24,0.03884172462412613
10_office_management,232967.55,0.002510618315938316
9_human_capital,13435.70,1.4479232902246333e-4
